Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"320 Tioga Dr, Lodi, CA 95242-2648",95242,2,2,0,4,0,299999,188.32,6538,1/15/2016,1/19/2016,YESY,2/26/2016,305000,191.4626491,1593,1975
"2375 Cabrillo Cir, Lodi, CA 95242",95242,2,3,0,4,0,499900,187.72,16509,9/8/2015,9/17/2015,YESY,11/6/2015,510000,191.5133308,2663,1958
"910 Rutledge Dr Lodi, CA 95242-2141",95242,1,1,1,2,270,64000,67.09,436,3/14/2011,4/4/2011,YESY,5/13/2011,58000,60.7966457,954,1973
"332 Tioga Dr Lodi, CA 95242-2648",95242,2,2,0,3,0,202900,129.57,5663,10/29/2010,11/16/2010,YESY,12/21/2010,204000,130.2681992,1566,1975
"924 Rutledge Dr, Lodi, CA 95242-2141",95242,2,1,1,2,185,129900,139.98,666,4/17/2015,4/22/2015,YESY,5/22/2015,133000,143.3189655,928,1972
"2337 Yosemite Dr, Lodi, CA 95242",95242,2,2,0,4,0,257900,179.22,5502,9/15/2014,8/6/2015,NONO,9/4/2015,260000,180.6810285,1439,1970
"229 Tioga Dr Lodi, CA 95242-2647",95242,2,2,0,3,0,224900,155.1,5663,4/26/2013,7/22/2013,NONO,9/16/2013,224000,154.4827586,1450,1975
"900 Interlaken Dr, Lodi, CA 95242-9167",95242,3,2,0,3,0,375950,207.82,6708,4/12/2015,9/8/2015,NONO,10/8/2015,357000,197.3466003,1809,1987
"2424 Cochran Rd #7 Lodi, CA 95242-3657",95242,2,2,0,3,140,179900,124.41,0,4/13/2010,7/6/2010,NONO,8/26/2010,179900,124.4121715,1446,1991
"2348 Corbin Ln Lodi, CA 95242",95242,2,2,0,4,0,200000,134.05,5663,6/20/2013,6/21/2013,NONO,12/18/2013,156750,105.0603217,1492,1965
"874 Rutledge Dr Lodi, CA 95242-2136",95242,0,1,1,2,170,49000,51.36,0,10/16/2010,3/14/2011,YESY,3/15/2011,45000,47.16981132,954,1973
"852 N Rutledge Dr Lodi, CA 95242",95242,0,1,1,2,170,54900,57.55,436,1/8/2011,2/23/2011,YESY,4/8/2011,54700,57.33752621,954,1974
"321 Tioga, Lodi, CA 95242-2649",95242,2,2,0,3,0,279999,185.68,6037,7/2/2015,7/6/2015,NONO,8/28/2015,279900,185.6100796,1508,1976
"905 Interlaken Dr Lodi, CA 95242-9172",95242,4,3,1,3,475,569900,192.79,11596,2/7/2014,2/21/2014,NONO,3/28/2014,566277,191.5686739,2956,2002
"2336 Cabrillo Cir Lodi, CA 95242-3310",95242,2,3,0,3,0,325000,169.71,11051,7/14/2014,9/12/2014,NONO,10/6/2014,325000,169.7127937,1915,1958
"308 Tioga Dr Lodi, CA 95242-2648",95242,2,2,0,3,0,164900,97.81,6534,11/12/2010,11/29/2010,YESY,12/7/2010,155000,91.93357058,1686,1977
"2425 Grenoble Ct Lodi, CA 95242-9146",95242,4,3,1,4,475,589000,145.54,10890,5/10/2013,8/6/2013,NONO,9/20/2013,570000,140.8450704,4047,1991
"618 El Capitan Dr Lodi, CA 95242-2102",95242,2,2,0,4,0,249000,173.04,5502,1/17/2014,3/3/2014,NONO,3/14/2014,249000,173.0368311,1439,1970
"624 El Capitan, Lodi, CA 95242-2102",95242,2,1,1,2,0,239950,183.87,5502,10/29/2015,1/31/2016,NONO,3/4/2016,230000,176.2452107,1305,1972
"2408 Aladdin Way Lodi, CA 95242-2805",95242,2,2,0,3,0,159900,94.78,5227,11/17/2011,12/21/2011,NONO,2/27/2012,145000,85.95139301,1687,1973
"48 Genie Way Lodi, CA 95242-2834",95242,2,2,0,3,0,169500,121.33,5663,9/1/2011,10/23/2011,NONO,11/23/2011,160000,114.5311382,1397,1974
"918 Cologne Ct Lodi, CA 95242-4119",95242,3,2,2,4,475,449950,159.27,13939,7/20/2012,7/26/2012,YESY,8/31/2012,440000,155.7522124,2825,1998
"1016 Interlaken Dr Lodi, CA 95242-9168",95242,2,2,1,4,0,512000,191.83,10655,2/10/2014,2/10/2014,YESY,3/24/2014,500000,187.3360809,2669,1988
"2425 Vintage Oaks Ct Lodi, CA 95242-9347",95242,3,2,1,3,0,499000,191.26,8712,1/11/2010,3/23/2010,NONO,5/7/2010,490000,187.811422,2609,2006
"871 E Harney Ln Lodi, CA 95242-9590",95242,1,1,0,3,0,69900,65.45,20038,12/16/2011,1/13/2012,NONO,3/5/2012,55000,51.49812734,1068,1949
"701 El Capitan Dr Lodi, CA 95242-2105",95242,2,2,0,3,0,177900,139.64,6970,5/27/2011,8/12/2011,YESY,9/28/2011,176000,138.1475667,1274,1972
"2446 Central Park Dr Lodi, CA 95242-3205",95242,2,2,0,2,230,239950,134.28,4356,5/14/2010,2/16/2011,YESY,3/5/2011,229500,128.4275322,1787,1990
"882 Rutledge Dr, Lodi, CA 95242-2140",95242,0,1,1,2,180,141900,148.74,680,3/4/2015,9/23/2015,YESY,10/14/2015,132000,138.3647799,954,1973
"890 Alder Pl Lodi, CA 95242-3738",95242,2,2,0,3,0,339000,212.67,11639,7/31/2014,8/21/2014,NONO,10/10/2014,319000,200.1254705,1594,1997
"2307 Aladdin Way, Lodi, CA 95242-2804",95242,2,2,0,3,0,299950,222.85,6839,6/8/2016,6/14/2016,NONO,8/18/2016,305000,226.5973254,1346,1973
"862 Rutledge Dr, Lodi, CA 95242-2136",95242,0,1,1,2,180,164500,172.43,666,4/17/2015,7/2/2015,YESY,8/4/2015,157000,164.5702306,954,1974
"2346 Klamath Ct Lodi, CA 95242-2606",95242,2,2,0,3,0,179900,111.39,6098,4/9/2012,4/23/2012,NONO,6/8/2012,185200,114.6749226,1615,1976
"949 Interlaken Dr Lodi, CA 95242-9173",95242,3,3,1,4,0,629900,175.9,13504,9/27/2010,10/13/2010,NONO,11/5/2010,600000,167.5509634,3581,1990
"840 Rutledge Dr Lodi, CA 95242-2138",95242,0,1,1,2,180,179900,188.57,680,10/13/2014,10/26/2014,YESY,11/26/2014,159000,166.6666667,954,1974
"2352 Grenoble Dr, Lodi, CA 95242-9140",95242,3,2,1,4,0,630000,209.86,12598,3/7/2016,4/20/2016,NONO,5/26/2016,605000,201.5323118,3002,1989
"2331 Cabrillo Cir Lodi, CA 95242-3312",95242,2,3,0,4,0,545000,203.81,14301,8/5/2014,8/23/2014,YESY,9/23/2014,510000,190.7255049,2674,1958
"2414 W Tokay Lodi, CA 95242",95242,2,2,0,3,0,239500,175.72,5663,7/3/2013,9/17/2013,NONO,10/18/2013,235000,172.4137931,1363,1990
"915 Interlaken Dr Lodi, CA 95242-9173",95242,3,4,0,4,475,468000,123.16,10019,3/23/2012,5/17/2012,NONO,7/12/2012,450000,118.4210526,3800,1991
"844 Rutledge Dr Lodi, CA 95242-2138",95242,0,1,1,2,170,41000,42.98,436,12/20/2010,4/22/2011,YESY,4/29/2011,41000,42.9769392,954,1975
"2402 W Tokay St Lodi, CA 95242-3647",95242,2,2,0,3,0,205000,140.51,5663,10/8/2010,10/26/2010,NONO,11/19/2010,205000,140.5071967,1459,1989
"844 Rutledge Dr #55, Lodi, CA 95242-2138",95242,0,1,1,2,185,130000,136.27,666,1/29/2016,2/9/2016,YESY,3/11/2016,135000,141.509434,954,1975
"302 Tioga Dr Lodi, CA 95242-2648",95242,2,2,0,3,0,250000,162.13,6098,7/31/2013,8/5/2013,NONO,9/20/2013,257500,166.9909209,1542,1975
"2339 Grenoble Dr Lodi, CA 95242-9141",95242,3,2,1,5,0,495000,141.43,20203,6/9/2014,7/7/2014,NONO,8/15/2014,485000,138.5714286,3500,1989
"2440 Summerset Ct Lodi, CA 95242-3652",95242,2,2,0,2,330,299950,165.17,8276,1/19/2009,2/23/2010,NONO,3/12/2010,299950,165.1707048,1816,2003
"878 Rutledge Dr Lodi, CA 95242-2136",95242,0,1,1,2,170,44000,46.12,436,6/2/2011,12/12/2011,YESY,12/22/2011,44000,46.12159329,954,1973
"2340 W Lodi Ave Lodi, CA 95242-3226",95242,0,2,1,4,0,649900,196.76,24394,3/1/2012,5/10/2012,YESY,7/11/2012,545000,165.0015138,3303,1957
"2427 Macarthur Pkwy Lodi, CA 95242-3252",95242,2,2,0,2,230,256900,166.82,4356,4/13/2011,6/23/2011,YESY,7/6/2011,233500,151.6233766,1540,1989
"900 Rutledge Dr Lodi, CA 95242-2141",95242,1,1,1,2,170,74900,78.51,436,1/18/2010,2/4/2010,YESY,3/17/2010,72000,75.47169811,954,1973
"234 Tioga Dr Lodi, CA 95242-2646",95242,2,2,0,3,0,209900,137.64,6098,10/16/2009,12/10/2009,NONO,2/26/2010,209900,137.6393443,1525,1975
"320 Tioga Dr Lodi, CA 95242-2648",95242,2,2,0,4,0,199000,124.92,6534,5/15/2013,5/21/2014,YESY,5/29/2014,190000,119.2718142,1593,1975
"2481 Pinkerton Way, Lodi, CA 95242",95242,2,3,1,4,0,429950,134.19,6686,12/16/2014,4/20/2015,NONO,5/29/2015,429950,134.1916355,3204,2006
"908 Rutledge Dr Lodi, CA 95242-2141",95242,1,1,1,2,170,65000,68.13,436,10/24/2011,11/12/2011,YESY,12/6/2011,53000,55.55555556,954,1972
"701 Rutledge Dr, Lodi, CA 95242-2134",95242,2,2,0,3,0,220000,208.73,5502,2/4/2015,5/12/2015,NONO,6/12/2015,217500,206.3567362,1054,1972
"2375 Saint Anton Dr Lodi, CA 95242-9100",95242,3,3,0,3,0,399000,143.01,11761,4/12/2013,5/31/2013,NONO,6/7/2013,370000,132.6164875,2790,1988
"330 Rutledge Dr, Lodi, CA 95242-2634",95242,2,2,0,3,0,192000,133.06,5985,9/27/2016,9/28/2016,NONO,10/12/2016,192000,133.0561331,1443,1976
"904 Rutledge Dr Lodi, CA 95242-2141",95242,0,1,1,2,170,44900,47.06,436,4/8/2011,4/21/2011,YESY,5/10/2011,44900,47.06498952,954,1973
"2388 Hyde Park Cir Lodi, CA 95242-3250",95242,2,2,0,2,230,299000,183.32,4792,11/26/2010,4/4/2011,YESY,4/29/2011,252500,154.8129982,1631,1989
"2328 Olson Dr Lodi, CA 95242-4798",95242,4,3,1,4,0,419000,130.77,12632,5/11/2011,7/29/2011,NONO,7/29/2011,390000,121.7228464,3204,2005
"876 Rutledge Dr Lodi, CA 95242-2136",95242,1,1,1,2,170,59900,62.79,436,3/5/2012,4/9/2012,YESY,5/17/2012,59900,62.78825996,954,1973
"630 El Capitan Dr Lodi, CA 95242-2102",95242,0,1,1,3,0,130000,112.65,5227,6/15/2012,7/3/2012,YESY,2/14/2013,144000,124.7833622,1154,1971
"2342 Hyde Park Cir Lodi, CA 95242-3239",95242,2,2,0,2,230,325000,199.26,3920,6/13/2013,7/24/2013,YESY,8/12/2013,325000,199.2642551,1631,1989
"856 Rutledge Dr Lodi, CA 95242-2136",95242,1,1,1,2,170,89900,94.23,436,5/5/2010,5/28/2010,YESY,6/29/2010,67200,70.44025157,954,1974
"2412 Corbin Ln Lodi, CA 95242-3628",95242,2,2,0,3,0,184900,145.82,5663,6/19/2012,6/28/2012,NONO,8/30/2012,175000,138.0126183,1268,1966
"2419 Vintage Oaks Lodi, CA 95242",95242,3,2,0,3,0,295000,105.43,6970,3/31/2010,9/9/2011,NONO,12/21/2011,170000,60.75768406,2798,2009
"2481 Pinkerton Way Lodi, CA 95242-4802",95242,0,2,1,4,0,334900,104.46,6534,3/9/2012,5/14/2012,NONO,6/14/2012,355000,110.7298815,3206,2006
"844 Alder Pl Lodi, CA 95242",95242,3,2,1,3,0,469000,168.1,7431,6/28/2014,10/14/2014,NONO,12/15/2014,469000,168.1003584,2790,1998
"2366 Saint Anton Dr Lodi, CA 95242-9159",95242,3,3,1,4,0,639900,187.98,11548,1/23/2015,3/4/2015,YESY,4/8/2015,620000,182.1386604,3404,1988
"2330 Cochran Rd Lodi, CA 95242-3611",95242,2,3,0,4,0,259000,115.21,5227,1/12/2011,5/9/2011,NONO,6/16/2011,250000,111.2099644,2248,1993
"2419 Vintage Oaks Ct Lodi, CA 95242-9347",95242,3,2,0,4,0,495000,179.61,9148,10/30/2012,1/3/2013,NONO,1/30/2013,485000,175.9796807,2756,2012
"868 Rutledge Dr, Lodi, CA 95242-2136",95242,0,1,1,2,180,129900,136.16,680,5/4/2015,5/19/2015,YESY,6/30/2015,129900,136.163522,954,1974
"2435 MacArthur Pkwy Lodi, CA 95242",95242,2,2,0,2,230,325000,199.26,4356,3/18/2013,4/24/2013,YESY,6/3/2013,320000,196.1986511,1631,1989
"2308 Aladdin Way Lodi, CA 95242-2803",95242,2,2,0,3,0,169900,168.55,5227,6/11/2010,6/22/2010,NONO,7/28/2010,176000,174.6031746,1008,1973
"300 Rutledge Dr, Lodi, CA 95242",95242,2,2,0,3,0,275000,166.67,6299,4/17/2015,7/8/2015,NONO,8/4/2015,278000,168.4848485,1650,1975
"2325 Corbin Lodi, CA 95242",95242,2,2,0,3,0,283000,182.46,5998,11/2/2014,11/30/2014,NONO,12/29/2014,278000,179.2392005,1551,1966
"834 Rutledge Dr Lodi, CA 95242-2138",95242,0,1,1,2,180,85900,90.04,436,3/6/2013,4/5/2013,YESY,5/1/2013,83000,87.00209644,954,1974
"2347 Hyde Park Cir Lodi, CA 95242-3249",95242,0,2,0,2,230,340000,208.46,5284,1/29/2014,2/12/2014,YESY,3/7/2014,320000,196.1986511,1631,1989
"836 Rutledge Dr Lodi, CA 95242-2138",95242,0,1,1,2,165,83500,87.53,436,11/2/2009,2/22/2010,YESY,3/26/2010,70000,73.37526205,954,1975
"892 Rutledge Dr Lodi, CA 95242-2140",95242,0,1,1,2,170,52000,56.64,666,10/24/2012,11/19/2012,YESY,1/4/2013,48000,52.2875817,918,1971
"2431 Macarthur Pkwy Lodi, CA 95242-3252",95242,2,2,0,2,230,289000,177.19,4356,3/7/2012,3/21/2012,YESY,6/1/2012,287000,175.9656652,1631,1989
"840 Rutledge Dr Lodi, CA 95242-2138",95242,1,1,1,2,170,59000,61.84,436,11/22/2011,12/15/2011,YESY,4/17/2012,53000,55.55555556,954,1974
"2387 Hyde Park Cir Lodi, CA 95242-3251",95242,2,2,0,2,250,324950,199.23,4722,8/22/2014,8/27/2014,YESY,9/25/2014,324950,199.233599,1631,1989
"864 Rutledge Dr Lodi, CA 95242-2136",95242,0,1,1,2,170,62500,65.51,436,12/20/2012,1/23/2013,NONO,3/11/2013,62550,65.56603774,954,1973
"2324 Modoc Way Lodi, CA 95242-2106",95242,2,1,1,2,0,125000,111.51,5227,8/1/2012,8/9/2012,NONO,8/31/2012,125000,111.5075825,1121,1971
"2314 W Turner Rd Lodi, CA 95242-2164",95242,1,1,1,2,180,98500,107.3,666,11/14/2013,11/18/2013,YESY,12/5/2013,103000,112.2004357,918,1973
"2314 W Turner Rd Lodi, CA 95242-2164",95242,0,1,1,2,180,139500,151.96,666,11/11/2014,1/12/2015,YESY,1/22/2015,139500,151.9607843,918,1973
"844 Rutledge Dr #55 Lodi, CA 95242-2138",95242,0,1,1,2,170,59000,61.84,436,8/29/2011,9/29/2011,YESY,10/4/2011,55000,57.65199161,954,1975
"2338 W Tokay St Lodi, CA 95242-3600",95242,2,2,0,3,0,174950,121.24,6098,10/2/2012,10/5/2012,NONO,10/31/2012,174950,121.2404712,1443,1989
"2475 Pinkerton Way Lodi, CA 95242",95242,3,2,1,4,0,430000,149.31,6617,8/26/2013,8/29/2013,YESY,10/23/2013,430000,149.3055556,2880,2005
"2533 Pinkerton Way Lodi, CA 95242-4803",95242,2,2,1,4,0,295000,92.07,6970,7/19/2011,4/24/2012,NONO,6/29/2012,307000,95.81772784,3204,2005
"2115 Katnich Ln Lodi, CA 95242-4806",95242,3,3,0,4,0,325000,124.28,5227,9/16/2009,12/29/2009,NONO,1/26/2010,336000,128.4894837,2615,2006
"2338 Hyde Park Cir Lodi, CA 95242-3239",95242,2,2,0,2,230,249900,153.22,4792,6/28/2011,12/14/2011,YESY,1/6/2012,246500,151.1342735,1631,1990
"2375 Saint Anton Dr Lodi, CA 95242-9100",95242,3,3,0,3,0,539900,193.51,11761,7/10/2013,8/6/2013,NONO,8/30/2013,533000,191.0394265,2790,1988
"852 Alder Pl Lodi, CA 95242-3738",95242,2,2,0,4,0,335900,156.89,7405,2/8/2010,2/15/2010,NONO,3/26/2010,335000,156.4689397,2141,1995
"2342 Hyde Park Cir Lodi, CA 95242-3239",95242,2,2,0,2,230,239000,146.54,3920,6/14/2010,4/19/2011,YESY,5/27/2011,225000,137.9521766,1631,1989
"2348 Hyde Park Cir, Lodi, CA 95242",95242,2,2,0,2,260,350000,227.27,4260,10/1/2015,12/7/2015,YESY,12/23/2015,347000,225.3246753,1540,1990
"894 Rutledge Dr Lodi, CA 95242-2140",95242,1,1,1,2,170,39900,43.46,436,5/9/2011,5/24/2011,YESY,6/16/2011,34000,37.03703704,918,1973
"2430 Central Park Dr Lodi, CA 95242-3205",95242,2,2,0,2,230,259900,159.35,4356,6/20/2011,11/4/2011,YESY,11/30/2011,243000,148.9883507,1631,1990
"2410 Central Park Dr Lodi, CA 95242-3205",95242,2,2,0,2,230,329000,201.72,4792,4/11/2010,6/30/2010,YESY,8/10/2010,285000,174.7394237,1631,1989
"2366 Saint Anton Dr Lodi, CA 95242-9159",95242,3,3,1,3,0,499900,146.86,11326,1/8/2013,4/15/2013,YESY,5/10/2013,475000,139.5417156,3404,1988
"2475 Pinkerton Way Lodi, CA 95242-4802",95242,3,2,1,4,0,399000,138.54,6534,5/4/2009,2/26/2010,YESY,3/5/2010,360000,125,2880,2005
"2376 Hyde Park Cir Lodi, CA 95242-3250",95242,2,2,0,2,230,255000,165.58,4356,11/20/2012,12/6/2012,YESY,12/31/2012,250000,162.3376623,1540,1989
"324 Rutledge Dr Lodi, CA 95242",95242,2,2,0,3,0,259950,155.94,6098,6/10/2013,9/30/2013,NONO,10/30/2013,249500,149.670066,1667,1975
"2243 Burton Way Lodi, CA 95242-2811",95242,2,2,0,3,0,145000,110.27,5663,8/11/2011,12/19/2011,NONO,2/14/2012,152000,115.5893536,1315,1974
"2324 Giannoni Way Lodi, CA 95242-4795",95242,2,3,0,4,0,320000,122.37,0,3/13/2012,8/21/2012,NONO,10/30/2012,286200,109.4455067,2615,2005
"2149 Jerry Ln Lodi, CA 95242-2840",95242,2,2,0,3,0,205000,117.28,6534,2/12/2010,3/3/2010,YESY,4/22/2010,205000,117.2768879,1748,1967
"2375 Hyde Park Cir Lodi, CA 95242-3251",95242,2,2,1,3,230,329000,151.61,6098,2/6/2010,8/20/2010,YESY,9/24/2010,304500,140.3225806,2170,1989
"2324 Giannoni Way Lodi, CA 95242-4795",95242,3,3,0,4,0,349000,133.46,6534,11/12/2012,12/19/2012,NONO,2/7/2013,342000,130.7839388,2615,2005
"1116 Geneva Ln Lodi, CA 95242-9697",95242,3,3,1,4,0,699950,189.69,10890,5/1/2009,2/3/2010,NONO,2/19/2010,612000,165.8536585,3690,1994
"343 Wood Dr Lodi, CA 95242",95242,2,2,0,3,0,329000,189.19,7405,6/2/2009,10/20/2009,YESY,1/25/2010,229000,131.6848764,1739,1961
"2121 Wyndham Way Lodi, CA 95242-4808",95242,3,2,0,3,0,279000,126.82,6534,6/5/2009,1/16/2010,NONO,3/22/2010,277000,125.9090909,2200,2006
"2063 Providence Way Lodi, CA 95242",95242,2,3,0,4,0,365000,126.21,6098,7/10/2009,1/8/2010,YESY,1/8/2010,370000,127.9391425,2892,2002
"2477 IVORY Ln Lodi, CA 95242",95242,2,2,1,4,0,299000,123.2,5227,7/22/2009,1/19/2010,NONO,2/26/2010,310000,127.7297075,2427,2006
"844 Alder Pl Lodi, CA 95242-3738",95242,2,2,1,3,0,449000,160.93,7405,7/13/2012,8/28/2012,NONO,9/28/2012,430000,154.1218638,2790,1998
"880 Rutledge Dr Lodi, CA 95242-2136",95242,0,1,1,2,170,49000,51.36,436,8/12/2010,12/29/2010,NONO,1/4/2011,49000,51.36268344,954,1972
"2119 Katnich Ln Lodi, CA 95242-4806",95242,2,2,0,3,0,285000,154.39,5663,11/27/2009,12/2/2009,NONO,1/6/2010,276000,149.5124594,1846,2006
"2216 Katzakian Way Lodi, CA 95242-4799",95242,2,3,0,4,0,330000,150,5663,11/27/2009,12/22/2009,NONO,1/8/2010,312500,142.0454545,2200,2007
"2053 Katnich Ln Lodi, CA 95242-4805",95242,2,3,0,4,0,370000,121.27,5227,12/14/2009,6/14/2010,NONO,7/26/2010,357500,117.1746968,3051,2006
"1255 Heidelberg Way Lodi, CA 95242-9131",95242,3,4,0,4,0,519000,168.51,9583,1/4/2010,2/20/2011,NONO,3/18/2011,512075,166.2581169,3080,2002
"2306 Giannoni Way Lodi, CA 95242-4795",95242,3,2,1,5,0,345000,119.79,5663,1/11/2010,10/14/2010,NONO,11/15/2010,355000,123.2638889,2880,2005
"2078 Wyndham Way Lodi, CA 95242-4807",95242,2,2,0,3,0,276000,149.51,4792,1/18/2010,1/29/2010,NONO,2/25/2010,280000,151.6793066,1846,2006
"54 Garden Dr Lodi, CA 95242-2863",95242,2,2,0,3,0,185000,154.17,4792,1/29/2010,5/13/2010,NONO,8/18/2010,187500,156.25,1200,1974
"2082 Bishop Way, Lodi, CA 95242-4813",95242,2,2,0,3,0,299900,162.46,5227,5/19/2010,8/12/2010,NONO,9/28/2010,265000,143.5536295,1846,2006
"400 Trinity Way Lodi, CA 95242-2654",95242,2,2,0,3,0,150000,120,5663,12/29/2009,6/21/2010,NONO,8/2/2010,180000,144,1250,1965
"2235 Cochran Rd Lodi, CA 95242-3608",95242,0,2,0,4,0,350000,147.74,13504,2/20/2010,9/10/2010,YESY,10/26/2010,325000,137.1886872,2369,1981
"2211 Chaparral Ct Lodi, CA 95242-4100",95242,3,3,0,3,0,245000,116.67,6534,3/3/2010,5/28/2010,NONO,6/18/2010,235000,111.9047619,2100,1990
"2329 Heavenly Way Lodi, CA 95242-4766",95242,0,3,0,5,0,449900,155.57,6970,3/13/2010,3/26/2010,YESY,4/30/2010,425000,146.9571231,2892,2003
"2037 Sugarbowl Way Lodi, CA 95242-4752",95242,2,3,0,5,0,369900,127.9,6534,9/18/2009,11/25/2009,YESY,1/8/2010,340000,117.5656985,2892,2002
"2208 Chaparral Ct Lodi, CA 95242-4100",95242,2,3,0,3,0,359900,122.12,7405,10/15/2009,1/8/2010,YESY,1/29/2010,357000,121.1401425,2947,1990
"2202 Olson Dr Lodi, CA 95242-4797",95242,2,2,0,3,0,289900,145.1,6534,10/20/2009,12/8/2009,NONO,3/2/2010,270000,135.1351351,1998,2005
"2213 W Lodi Ave Lodi, CA 95242-3225",95242,2,2,0,3,0,189000,157.24,6970,11/4/2009,4/28/2010,NONO,6/25/2010,192000,159.733777,1202,1963
"2319 Corbin Ln Lodi, CA 95242-3627",95242,2,2,0,3,0,149950,121.61,5663,11/6/2009,2/16/2010,NONO,2/16/2010,151000,122.4655312,1233,1965
"2034 Petersburg Way, Lodi, CA 95242-9689",95242,3,3,0,4,0,595000,201.56,11326,11/12/2009,2/16/2010,NONO,3/18/2010,525000,177.8455285,2952,1991
"2114 W Vine St Lodi, CA 95242-3721",95242,2,2,1,3,0,239000,111.94,7841,11/18/2009,2/18/2010,NONO,2/24/2010,220000,103.0444965,2135,1981
"2053 Wyndham Way Lodi, CA 95242-4807",95242,0,2,1,4,0,350000,109.24,6098,4/27/2010,5/5/2010,NONO,6/18/2010,355000,110.7990012,3204,2006
"2054 Providence Way Lodi, CA 95242-4756",95242,3,3,0,4,0,325000,103.57,6098,5/1/2010,11/16/2010,YESY,12/31/2010,325000,103.5691523,3138,2002
"2062 Mammoth Way Lodi, CA 95242-4763",95242,3,3,0,5,0,370000,127.94,5227,5/1/2010,10/7/2010,NONO,11/15/2010,365000,126.2102351,2892,2003
"60 Garden Dr Lodi, CA 95242-2863",95242,2,2,0,3,0,164900,154.69,5663,5/6/2010,7/14/2010,NONO,9/27/2010,160000,150.0938086,1066,1974
"2209 Jackson St Lodi, CA 95242-3118",95242,2,2,0,3,0,189000,132.35,6098,7/24/2010,11/15/2010,NONO,12/8/2010,182000,127.4509804,1428,1962
"2057 Incline Dr Lodi, CA 95242-4765",95242,0,3,0,4,0,356000,151.49,6534,5/8/2010,5/26/2010,YESY,6/25/2010,346000,147.2340426,2350,2003
"2039 Yosemite Dr Lodi, CA 95242-2247",95242,2,2,0,3,0,205000,131.58,6534,5/15/2010,6/28/2010,NONO,8/13/2010,200000,128.3697047,1558,1965
"2039 Kenway Ct Lodi, CA 95242-3219",95242,2,2,0,3,0,199900,127.16,6534,5/21/2010,9/23/2010,YESY,10/28/2010,141750,90.17175573,1572,1977
"203 Rainier Dr Lodi, CA 95242-2624",95242,2,2,0,3,0,179000,156.47,4792,5/28/2010,6/2/2010,NONO,7/13/2010,180000,157.3426573,1144,1976
"2312 Corbin Ln Lodi, CA 95242-3626",95242,2,2,0,3,0,179900,131.12,5663,5/28/2010,7/27/2010,NONO,9/9/2010,180000,131.1953353,1372,1965
"2080 Holt Dr Lodi, CA 95242-4812",95242,2,2,0,3,0,245000,149.39,4792,6/1/2010,9/15/2010,NONO,10/27/2010,225000,137.195122,1640,2007
"1227 Salzburg Ln Lodi, CA 95242-9180",95242,3,3,0,4,0,694500,192.81,10019,6/7/2010,8/9/2010,YESY,9/17/2010,675900,187.6457524,3602,2002
"2310 W Lodi Ave Lodi, CA 95242-3226",95242,2,3,0,3,0,299900,141.46,10890,3/20/2010,4/1/2010,YESY,4/16/2010,275000,129.7169811,2120,1959
"326 Del Mont St Lodi, CA 95242-3313",95242,0,2,0,4,0,289000,153.81,8276,3/20/2010,5/19/2010,NONO,6/30/2010,275000,146.3544439,1879,1960
"2401 Central Park Dr Lodi, CA 95242-3206",95242,2,2,0,2,230,276000,169.22,4792,4/5/2010,6/18/2010,YESY,6/30/2010,276000,169.2213366,1631,1989
"2040 Incline Dr Lodi, CA 95242-4765",95242,3,3,0,4,0,387000,123.33,6098,4/12/2010,12/6/2010,NONO,12/28/2010,370000,117.9094965,3138,2003
"1163 Vienna Dr Lodi, CA 95242-9696",95242,3,3,0,4,0,515900,160.12,9583,6/24/2010,10/17/2011,YESY,10/17/2011,480000,148.9757914,3222,2001
"2245 Olson Dr Lodi, CA 95242-4797",95242,2,2,1,4,0,389000,121.41,5663,4/18/2010,4/22/2010,NONO,7/14/2010,380000,118.6017478,3204,2005
"2355 Saint Anton Dr Lodi, CA 95242-9100",95242,2,2,0,3,0,449000,201.89,9148,4/22/2010,7/12/2010,YESY,8/10/2010,395000,177.6079137,2224,1988
"2233 Aladdin Way Lodi, CA 95242-2802",95242,2,2,0,3,0,160000,157.48,5227,7/23/2010,3/17/2011,NONO,4/15/2011,160000,157.480315,1016,1973
"2208 Olson Dr Lodi, CA 95242-4797",95242,2,3,0,3,0,315000,143.18,6098,7/23/2010,8/3/2010,NONO,9/2/2010,300000,136.3636364,2200,2005
"2478 Legacy Way Lodi, CA 95242-4809",95242,2,2,1,4,0,329900,127.03,5227,7/23/2010,9/9/2010,NONO,10/21/2010,307500,118.4058529,2597,2006
"2207 W Elm St Lodi, CA 95242-2824",95242,2,2,0,3,0,179900,114.22,7405,7/28/2010,8/30/2010,NONO,10/20/2010,183000,116.1904762,1575,1967
"2051 Incline Dr Lodi, CA 95242-4765",95242,3,3,0,5,0,319500,110.48,5663,1/21/2011,7/19/2011,NONO,9/20/2011,312000,107.8838174,2892,2003
"2080 Henderson Way Lodi, CA 95242-4814",95242,2,2,0,3,0,238000,128.93,5227,7/30/2010,12/2/2010,NONO,1/12/2011,229000,124.0520043,1846,2006
